ErrorIndex_NoCheating_NoX,ErrorIndex_NoCheating_X,ErrorIndex_Cheating_NoX,ErrorIndex_Cheating_X,Accuracy_Increase_NoCheating
0.13957175491422924,0.08818926409733449,0.00011720729363387636,0.0011524545883925563,0.368143904534773
